video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
15,title 0,publishedAt,channelId,channelTitle,1,2021-11-23T00:00:00Z,funny,16225,5000000,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
55,title 1,publishedAt,channelId,channelTitle,22,2022-10-23T00:00:00Z,reallyfunny,14791,667296,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
50,title 2,publishedAt,channelId,channelTitle,2,2022-05-12T00:00:00Z,reallyfunny,18129,314101,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
50,title 3,publishedAt,channelId,channelTitle,25,2022-06-11T00:00:00Z,funny,17392,2237676,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
46,title 4,publishedAt,channelId,channelTitle,26,2022-06-07T00:00:00Z,sad,7173,3670986,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
13,title 5,publishedAt,channelId,channelTitle,35,2022-08-03T00:00:00Z,funny,2188,402668,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
7,title 6,publishedAt,channelId,channelTitle,23,2022-05-31T00:00:00Z,sad,6512,3803571,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
11,title 7,publishedAt,channelId,channelTitle,43,2022-03-22T00:00:00Z,reallyfunny,6745,881351,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
1,title 8,publishedAt,channelId,channelTitle,39,2021-11-25T00:00:00Z,funny,15128,2716316,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
21,title 9,publishedAt,channelId,channelTitle,44,2022-05-16T00:00:00Z,funny,19382,2252423,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
