video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
49,title 0,publishedAt,channelId,channelTitle,15,2022-07-01T00:00:00Z,reallyfunny,8916,5000000,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
51,title 1,publishedAt,channelId,channelTitle,31,2022-07-15T00:00:00Z,reallyfunny,6511,1585797,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
60,title 2,publishedAt,channelId,channelTitle,36,2022-05-05T00:00:00Z,sad,15025,2109696,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
33,title 3,publishedAt,channelId,channelTitle,28,2022-06-23T00:00:00Z,sad,18592,3838068,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
17,title 4,publishedAt,channelId,channelTitle,33,2022-01-30T00:00:00Z,sad,11840,3249163,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
57,title 5,publishedAt,channelId,channelTitle,20,2022-08-14T00:00:00Z,funny,18665,1139771,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
5,title 6,publishedAt,channelId,channelTitle,28,2022-11-07T00:00:00Z,funny,5792,1393298,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
20,title 7,publishedAt,channelId,channelTitle,28,2022-05-23T00:00:00Z,funny,8353,2019908,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
23,title 8,publishedAt,channelId,channelTitle,40,2022-07-20T00:00:00Z,reallyfunny,18532,3546097,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
23,title 9,publishedAt,channelId,channelTitle,30,2022-08-19T00:00:00Z,sad,1718,21333,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
12,title 10,publishedAt,channelId,channelTitle,33,2021-12-08T00:00:00Z,sad,18145,2915380,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
25,title 11,publishedAt,channelId,channelTitle,33,2022-09-01T00:00:00Z,reallyfunny,9672,3327101,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
4,title 12,publishedAt,channelId,channelTitle,24,2022-10-11T00:00:00Z,reallyfunny,7030,53190,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
19,title 13,publishedAt,channelId,channelTitle,23,2022-09-25T00:00:00Z,funny,6785,3321475,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
54,title 14,publishedAt,channelId,channelTitle,27,2022-06-28T00:00:00Z,sad,15681,1830055,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
33,title 15,publishedAt,channelId,channelTitle,22,2022-05-13T00:00:00Z,sad,10934,896106,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
16,title 16,publishedAt,channelId,channelTitle,30,2021-11-27T00:00:00Z,funny,18086,524335,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
41,title 17,publishedAt,channelId,channelTitle,1,2021-11-20T00:00:00Z,reallyfunny,14990,1109202,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
30,title 18,publishedAt,channelId,channelTitle,40,2022-01-22T00:00:00Z,funny,10598,1151779,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
19,title 19,publishedAt,channelId,channelTitle,1,2022-09-04T00:00:00Z,funny,2911,2903533,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
27,title 20,publishedAt,channelId,channelTitle,38,2021-12-30T00:00:00Z,reallyfunny,12558,228563,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
41,title 21,publishedAt,channelId,channelTitle,17,2021-11-24T00:00:00Z,reallyfunny,3396,1547735,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
2,title 22,publishedAt,channelId,channelTitle,17,2021-12-31T00:00:00Z,funny,414,1555780,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
46,title 23,publishedAt,channelId,channelTitle,43,2022-03-10T00:00:00Z,funny,18561,2221044,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
59,title 24,publishedAt,channelId,channelTitle,41,2022-04-16T00:00:00Z,funny,4084,3163561,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
38,title 25,publishedAt,channelId,channelTitle,30,2022-01-09T00:00:00Z,reallyfunny,7288,339404,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
30,title 26,publishedAt,channelId,channelTitle,10,2022-04-13T00:00:00Z,sad,7322,1894398,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
49,title 27,publishedAt,channelId,channelTitle,39,2022-10-18T00:00:00Z,funny,4515,3542690,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
36,title 28,publishedAt,channelId,channelTitle,35,2022-03-18T00:00:00Z,sad,16,1988241,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
59,title 29,publishedAt,channelId,channelTitle,39,2022-05-29T00:00:00Z,sad,11799,1214427,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
40,title 30,publishedAt,channelId,channelTitle,36,2022-08-23T00:00:00Z,sad,5913,2893365,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
43,title 31,publishedAt,channelId,channelTitle,44,2021-12-06T00:00:00Z,sad,3721,1133877,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
39,title 32,publishedAt,channelId,channelTitle,36,2022-02-18T00:00:00Z,funny,7322,3034162,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
6,title 33,publishedAt,channelId,channelTitle,27,2022-03-02T00:00:00Z,reallyfunny,17174,584966,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
22,title 34,publishedAt,channelId,channelTitle,43,2022-08-28T00:00:00Z,sad,15178,3307704,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
60,title 35,publishedAt,channelId,channelTitle,43,2022-06-20T00:00:00Z,funny,16371,2045456,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
40,title 36,publishedAt,channelId,channelTitle,40,2022-03-11T00:00:00Z,funny,15811,503871,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
