video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
42,title 0,publishedAt,channelId,channelTitle,29,2022-06-20T00:00:00Z,funny,17498,5000000,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
41,title 1,publishedAt,channelId,channelTitle,25,2022-11-12T00:00:00Z,reallyfunny,10414,1152318,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
2,title 2,publishedAt,channelId,channelTitle,30,2022-06-24T00:00:00Z,funny,12230,824760,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
29,title 3,publishedAt,channelId,channelTitle,33,2022-05-05T00:00:00Z,funny,5463,1362826,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
7,title 4,publishedAt,channelId,channelTitle,22,2022-06-02T00:00:00Z,sad,19702,1837859,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
4,title 5,publishedAt,channelId,channelTitle,38,2022-06-15T00:00:00Z,sad,13917,3313521,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
23,title 6,publishedAt,channelId,channelTitle,10,2022-08-26T00:00:00Z,reallyfunny,6595,1488307,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
55,title 7,publishedAt,channelId,channelTitle,18,2022-02-02T00:00:00Z,reallyfunny,19659,1463937,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
59,title 8,publishedAt,channelId,channelTitle,39,2022-08-12T00:00:00Z,funny,19977,254570,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
26,title 9,publishedAt,channelId,channelTitle,24,2022-03-09T00:00:00Z,reallyfunny,4189,1414629,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
49,title 10,publishedAt,channelId,channelTitle,28,2022-01-11T00:00:00Z,funny,6895,1659090,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
6,title 11,publishedAt,channelId,channelTitle,27,2022-02-19T00:00:00Z,funny,12133,2218102,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
