video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
35,title 0,publishedAt,channelId,channelTitle,41,2022-08-07T00:00:00Z,reallyfunny,16311,5000000,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
12,title 1,publishedAt,channelId,channelTitle,15,2022-05-25T00:00:00Z,funny,17446,1918825,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
35,title 2,publishedAt,channelId,channelTitle,24,2022-02-10T00:00:00Z,reallyfunny,8104,1772657,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
42,title 3,publishedAt,channelId,channelTitle,2,2022-07-22T00:00:00Z,funny,286,3142971,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
3,title 4,publishedAt,channelId,channelTitle,34,2022-01-18T00:00:00Z,funny,13334,690058,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
9,title 5,publishedAt,channelId,channelTitle,36,2022-08-06T00:00:00Z,funny,10915,252666,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
22,title 6,publishedAt,channelId,channelTitle,1,2022-02-25T00:00:00Z,reallyfunny,16749,1215862,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
31,title 7,publishedAt,channelId,channelTitle,25,2021-12-09T00:00:00Z,reallyfunny,3529,3565363,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
44,title 8,publishedAt,channelId,channelTitle,40,2022-06-12T00:00:00Z,sad,3992,1723909,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
3,title 9,publishedAt,channelId,channelTitle,17,2022-04-21T00:00:00Z,sad,19609,2724742,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
28,title 10,publishedAt,channelId,channelTitle,36,2022-02-16T00:00:00Z,sad,5,2726572,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
42,title 11,publishedAt,channelId,channelTitle,10,2021-12-24T00:00:00Z,funny,4465,2128969,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
54,title 12,publishedAt,channelId,channelTitle,28,2022-04-10T00:00:00Z,reallyfunny,4258,3452639,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
49,title 13,publishedAt,channelId,channelTitle,37,2021-12-20T00:00:00Z,reallyfunny,15173,1279544,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
5,title 14,publishedAt,channelId,channelTitle,22,2022-08-13T00:00:00Z,reallyfunny,10605,2393893,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
23,title 15,publishedAt,channelId,channelTitle,38,2022-09-29T00:00:00Z,sad,3702,3556231,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
11,title 16,publishedAt,channelId,channelTitle,44,2022-01-15T00:00:00Z,reallyfunny,7830,2103428,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
23,title 17,publishedAt,channelId,channelTitle,44,2022-02-22T00:00:00Z,reallyfunny,12832,3736187,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
53,title 18,publishedAt,channelId,channelTitle,27,2021-12-14T00:00:00Z,reallyfunny,8850,879181,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
23,title 19,publishedAt,channelId,channelTitle,43,2021-11-29T00:00:00Z,sad,1633,1566123,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
50,title 20,publishedAt,channelId,channelTitle,37,2021-12-20T00:00:00Z,reallyfunny,17487,1723944,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
55,title 21,publishedAt,channelId,channelTitle,42,2022-01-24T00:00:00Z,funny,14889,3913346,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
57,title 22,publishedAt,channelId,channelTitle,38,2022-05-03T00:00:00Z,funny,8948,1142228,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
17,title 23,publishedAt,channelId,channelTitle,23,2022-02-09T00:00:00Z,funny,2639,2241040,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
39,title 24,publishedAt,channelId,channelTitle,34,2022-06-25T00:00:00Z,funny,14872,1400747,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
17,title 25,publishedAt,channelId,channelTitle,35,2021-12-01T00:00:00Z,reallyfunny,7233,54049,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
47,title 26,publishedAt,channelId,channelTitle,44,2022-04-08T00:00:00Z,sad,6951,2562554,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
53,title 27,publishedAt,channelId,channelTitle,21,2022-06-09T00:00:00Z,reallyfunny,11298,1526154,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
21,title 28,publishedAt,channelId,channelTitle,23,2022-05-31T00:00:00Z,sad,16512,1193607,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
27,title 29,publishedAt,channelId,channelTitle,22,2021-12-02T00:00:00Z,reallyfunny,11287,826782,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
