video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
49,title 0,publishedAt,channelId,channelTitle,44,2022-07-05T00:00:00Z,reallyfunny,8705,5000000,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
53,title 1,publishedAt,channelId,channelTitle,44,2022-06-05T00:00:00Z,reallyfunny,11194,2924448,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
31,title 2,publishedAt,channelId,channelTitle,32,2022-02-08T00:00:00Z,funny,19651,2678297,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
20,title 3,publishedAt,channelId,channelTitle,35,2022-02-28T00:00:00Z,sad,6360,2046965,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
21,title 4,publishedAt,channelId,channelTitle,10,2022-09-01T00:00:00Z,sad,8000,159792,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
36,title 5,publishedAt,channelId,channelTitle,40,2021-12-20T00:00:00Z,sad,15896,3781992,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
3,title 6,publishedAt,channelId,channelTitle,31,2022-01-31T00:00:00Z,reallyfunny,2905,588067,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
37,title 7,publishedAt,channelId,channelTitle,24,2021-12-06T00:00:00Z,funny,5961,1515958,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
58,title 8,publishedAt,channelId,channelTitle,40,2022-04-02T00:00:00Z,funny,12690,3183440,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
58,title 9,publishedAt,channelId,channelTitle,10,2022-03-30T00:00:00Z,funny,1770,1858770,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
26,title 10,publishedAt,channelId,channelTitle,26,2022-08-01T00:00:00Z,funny,3889,669514,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
40,title 11,publishedAt,channelId,channelTitle,18,2022-10-02T00:00:00Z,funny,7128,1365191,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
46,title 12,publishedAt,channelId,channelTitle,19,2022-01-29T00:00:00Z,sad,13446,3820579,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
10,title 13,publishedAt,channelId,channelTitle,18,2022-02-17T00:00:00Z,sad,15211,759361,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
57,title 14,publishedAt,channelId,channelTitle,25,2022-04-08T00:00:00Z,reallyfunny,18757,1336865,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
24,title 15,publishedAt,channelId,channelTitle,17,2022-08-28T00:00:00Z,reallyfunny,5573,3953857,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
11,title 16,publishedAt,channelId,channelTitle,26,2022-11-05T00:00:00Z,reallyfunny,14398,3422546,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
