video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
8,title 0,publishedAt,channelId,channelTitle,26,2022-06-21T00:00:00Z,reallyfunny,8690,5000000,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
24,title 1,publishedAt,channelId,channelTitle,34,2022-09-06T00:00:00Z,sad,12996,1196238,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
10,title 2,publishedAt,channelId,channelTitle,10,2021-11-17T00:00:00Z,sad,7569,2019019,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
11,title 3,publishedAt,channelId,channelTitle,31,2022-06-18T00:00:00Z,reallyfunny,268,2475430,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
36,title 4,publishedAt,channelId,channelTitle,42,2022-05-22T00:00:00Z,reallyfunny,13699,3734968,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
55,title 5,publishedAt,channelId,channelTitle,25,2022-10-20T00:00:00Z,sad,1115,457239,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
23,title 6,publishedAt,channelId,channelTitle,15,2022-08-28T00:00:00Z,reallyfunny,1759,1511637,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
39,title 7,publishedAt,channelId,channelTitle,23,2022-08-28T00:00:00Z,reallyfunny,12878,1988878,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
0,title 8,publishedAt,channelId,channelTitle,42,2022-10-30T00:00:00Z,sad,8533,823202,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
40,title 9,publishedAt,channelId,channelTitle,17,2021-12-02T00:00:00Z,reallyfunny,745,2836409,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
51,title 10,publishedAt,channelId,channelTitle,24,2022-03-04T00:00:00Z,funny,16845,3824411,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
37,title 11,publishedAt,channelId,channelTitle,31,2022-11-01T00:00:00Z,funny,9501,1009866,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
20,title 12,publishedAt,channelId,channelTitle,27,2022-06-10T00:00:00Z,funny,8358,1665202,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
29,title 13,publishedAt,channelId,channelTitle,15,2022-03-01T00:00:00Z,funny,11137,869108,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
12,title 14,publishedAt,channelId,channelTitle,39,2022-05-30T00:00:00Z,sad,4797,455123,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
2,title 15,publishedAt,channelId,channelTitle,31,2022-02-05T00:00:00Z,reallyfunny,10384,1514069,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
1,title 16,publishedAt,channelId,channelTitle,37,2022-08-08T00:00:00Z,reallyfunny,17513,2637958,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
51,title 17,publishedAt,channelId,channelTitle,40,2022-01-20T00:00:00Z,funny,1878,674714,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
33,title 18,publishedAt,channelId,channelTitle,17,2022-04-10T00:00:00Z,funny,7682,2312221,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
15,title 19,publishedAt,channelId,channelTitle,33,2021-12-24T00:00:00Z,reallyfunny,11462,267758,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
2,title 20,publishedAt,channelId,channelTitle,24,2022-02-01T00:00:00Z,reallyfunny,11155,3264982,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
44,title 21,publishedAt,channelId,channelTitle,27,2022-03-04T00:00:00Z,reallyfunny,3378,1773308,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
2,title 22,publishedAt,channelId,channelTitle,25,2022-11-15T00:00:00Z,funny,11205,3424907,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
1,title 23,publishedAt,channelId,channelTitle,19,2022-10-18T00:00:00Z,funny,1691,871388,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
6,title 24,publishedAt,channelId,channelTitle,32,2022-10-12T00:00:00Z,sad,9556,2636002,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
7,title 25,publishedAt,channelId,channelTitle,41,2021-12-17T00:00:00Z,funny,17459,1563748,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
60,title 26,publishedAt,channelId,channelTitle,37,2022-10-30T00:00:00Z,reallyfunny,10987,1914573,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
60,title 27,publishedAt,channelId,channelTitle,26,2022-03-12T00:00:00Z,reallyfunny,1883,1327352,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
5,title 28,publishedAt,channelId,channelTitle,17,2022-02-14T00:00:00Z,funny,17507,3013356,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
12,title 29,publishedAt,channelId,channelTitle,20,2021-12-23T00:00:00Z,sad,4934,2925591,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
32,title 30,publishedAt,channelId,channelTitle,31,2022-09-20T00:00:00Z,funny,19270,2974952,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
12,title 31,publishedAt,channelId,channelTitle,2,2022-05-15T00:00:00Z,reallyfunny,11415,909475,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
11,title 32,publishedAt,channelId,channelTitle,27,2022-08-25T00:00:00Z,reallyfunny,13656,645091,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
32,title 33,publishedAt,channelId,channelTitle,25,2022-03-05T00:00:00Z,funny,17112,270322,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
