video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
39,title 0,publishedAt,channelId,channelTitle,22,2022-08-22T00:00:00Z,funny,3834,5000000,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
31,title 1,publishedAt,channelId,channelTitle,34,2022-06-19T00:00:00Z,sad,11501,1243643,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
39,title 2,publishedAt,channelId,channelTitle,24,2022-04-22T00:00:00Z,reallyfunny,3235,3103162,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
23,title 3,publishedAt,channelId,channelTitle,20,2022-11-05T00:00:00Z,reallyfunny,19283,2371933,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
11,title 4,publishedAt,channelId,channelTitle,23,2022-01-29T00:00:00Z,funny,8431,3297850,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
18,title 5,publishedAt,channelId,channelTitle,38,2022-10-16T00:00:00Z,reallyfunny,17304,3384664,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
22,title 6,publishedAt,channelId,channelTitle,42,2021-11-24T00:00:00Z,reallyfunny,8689,1935571,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
24,title 7,publishedAt,channelId,channelTitle,10,2022-06-17T00:00:00Z,reallyfunny,12919,3892746,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
0,title 8,publishedAt,channelId,channelTitle,28,2022-05-11T00:00:00Z,funny,3369,3291601,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
10,title 9,publishedAt,channelId,channelTitle,39,2022-11-16T00:00:00Z,funny,6850,260768,dislikes,comment_count,https://i.ytimg.com/vi/AkjqLJAs4Ds/default.jpg,comments_disabled,comments_disabled,ratings_disabled,description
